endpoint,analysis,subset,estimate,ci_95_low,ci_95_high,bootstrap_iterations,bootstrap_seed,bootstrap_one_sided_p_positive,n_item_model_rows,n_unique_items,n_models
agreement_surplus,model_fixed_effects_plus_item_cluster_bootstrap,low_consensus,0.37091945925836356,0.3607982311541158,0.3812904276878817,4000,20260701,0.00024993751562109475,3749,750,5
distribution_agreement_gap,model_fixed_effects_plus_item_cluster_bootstrap,low_consensus,0.23277213490662585,0.22461506812989787,0.2414938087656971,4000,20260701,0.00024993751562109475,3736,750,5
repeated_forced_choice_concentration,model_fixed_effects_plus_item_cluster_bootstrap,low_consensus,1.2646376937804604,1.22032895560236,1.307881577823605,4000,20260701,0.00024993751562109475,750,150,5
